1,http://arxiv.org/abs/1506.02739v3
2,http://arxiv.org/abs/1508.07909v5
3,http://arxiv.org/abs/1511.04636v5
4,http://arxiv.org/abs/1511.06709v4
5,http://arxiv.org/abs/1512.02433v3
6,http://arxiv.org/abs/1512.04906v1
7,http://arxiv.org/abs/1601.03916v3
8,http://arxiv.org/abs/1602.04375v2
9,http://arxiv.org/abs/1603.01547v2
10,http://arxiv.org/abs/1603.06021v3
11,http://arxiv.org/abs/1603.06042v2
12,http://arxiv.org/abs/1603.06318v4
13,http://arxiv.org/abs/1603.06393v3
14,http://arxiv.org/abs/1603.06744v2
15,http://arxiv.org/abs/1603.07252v3
16,http://arxiv.org/abs/1604.00126v1
17,http://arxiv.org/abs/1604.02993v2
18,http://arxiv.org/abs/1605.04278v2
19,http://arxiv.org/abs/1605.04569v2
20,http://arxiv.org/abs/1605.07515v2
21,http://arxiv.org/abs/1606.01549v3
22,http://arxiv.org/abs/1606.02447v1
23,http://arxiv.org/abs/1606.02529v1
24,http://arxiv.org/abs/1606.02638v1
25,http://arxiv.org/abs/1606.03622v1
26,http://arxiv.org/abs/1606.03777v2
27,http://arxiv.org/abs/1606.04289v2
28,http://arxiv.org/abs/1606.04640v1
29,http://arxiv.org/abs/1606.05679v2
30,http://arxiv.org/abs/1606.06031v1
31,http://arxiv.org/abs/1606.06406v1
32,http://arxiv.org/abs/1606.06900v2
33,http://arxiv.org/abs/1606.07902v1
34,http://arxiv.org/abs/1606.09239v1
35,http://arxiv.org/abs/1609.03204v1
36,http://arxiv.org/abs/1609.06038v3
37,http://arxiv.org/abs/1610.03950v1
38,http://arxiv.org/abs/1611.01487v3
39,http://arxiv.org/abs/1701.05574v1
40,http://arxiv.org/abs/1702.00500v4
41,http://arxiv.org/abs/1702.01829v2
42,http://arxiv.org/abs/1702.02212v3
43,http://arxiv.org/abs/1702.03525v2
44,http://arxiv.org/abs/1704.00051v2
45,http://arxiv.org/abs/1704.00052v1
46,http://arxiv.org/abs/1704.00514v2
47,http://arxiv.org/abs/1704.00552v2
48,http://arxiv.org/abs/1704.01696v1
49,http://arxiv.org/abs/1704.03471v2
50,http://arxiv.org/abs/1704.04859v2
51,http://arxiv.org/abs/1704.05908v2
52,http://arxiv.org/abs/1704.06104v2
53,http://arxiv.org/abs/1704.06194v2
54,http://arxiv.org/abs/1704.06497v1
55,http://arxiv.org/abs/1704.06692v1
56,http://arxiv.org/abs/1704.06779v1
57,http://arxiv.org/abs/1704.06869v1
58,http://arxiv.org/abs/1704.06877v2
59,http://arxiv.org/abs/1704.06879v1
60,http://arxiv.org/abs/1704.06918v1
61,http://arxiv.org/abs/1704.06956v1
62,http://arxiv.org/abs/1704.06960v4
63,http://arxiv.org/abs/1704.06970v1
64,http://arxiv.org/abs/1704.07050v2
65,http://arxiv.org/abs/1704.07073v1
66,http://arxiv.org/abs/1704.07092v2
67,http://arxiv.org/abs/1704.07398v2
68,http://arxiv.org/abs/1704.07535v1
69,http://arxiv.org/abs/1704.07556v1
70,http://arxiv.org/abs/1704.07751v1
71,http://arxiv.org/abs/1704.07875v1
72,http://arxiv.org/abs/1704.08012v2
73,http://arxiv.org/abs/1704.08059v1
74,http://arxiv.org/abs/1704.08424v1
75,http://arxiv.org/abs/1704.08960v1
76,http://arxiv.org/abs/1705.00316v4
77,http://arxiv.org/abs/1705.00364v1
78,http://arxiv.org/abs/1705.00440v1
79,http://arxiv.org/abs/1705.00861v1
80,http://arxiv.org/abs/1705.01684v1
81,http://arxiv.org/abs/1705.02073v2
82,http://arxiv.org/abs/1705.03773v1
83,http://arxiv.org/abs/1705.05039v1
84,http://arxiv.org/abs/1705.06463v1
85,http://arxiv.org/abs/1706.03799v2
86,http://arxiv.org/abs/1707.01555v1
87,http://arxiv.org/abs/1707.02026v2
88,http://arxiv.org/abs/1707.07265v1
89,http://arxiv.org/abs/1708.00415v2
90,http://arxiv.org/abs/1710.02717v1
91,http://arxiv.org/abs/1712.01797v1